Wall time,Step,Value
1735475647,1581,0.674763262
1735475652,1591,0.639346302
1735475657,1601,0.63391459
1735475662,1611,0.649283409
1735475667,1621,0.693883479
1735475673,1631,0.648213804
1735475678,1641,0.646423995
1735475683,1651,0.671854138
1735475688,1661,0.682551384
1735475694,1671,0.652151942
1735475699,1681,0.70473969
1735475704,1691,0.653071702
1735475709,1701,0.651082456
1735475714,1711,0.684934437
1735475719,1721,0.683359325
1735475724,1731,0.67122668
1735475729,1741,0.691841841
1735475735,1751,0.650368452
1735475740,1761,0.671159029
1735475745,1771,0.658337951
1735475750,1781,0.669732809
1735475755,1791,0.64821583
1735475760,1801,0.662958324
1735475765,1811,0.658509612
1735475770,1821,0.657725155
1735475776,1831,0.665168285
1735475781,1841,0.691594183
1735475786,1851,0.663193524
1735475791,1861,0.608945251
1735475797,1871,0.589706779
1735475802,1881,0.686476588
1735475807,1891,0.661762059
1735475812,1901,0.675116956
1735475818,1911,0.658383489
1735475823,1921,0.650261343
1735475828,1931,0.672605693
1735475833,1941,0.655170798
1735475838,1951,0.635127246
1735475843,1961,0.673519611
1735475848,1971,0.66347456
1735475854,1981,0.659139872
1735475859,1991,0.655137658
1735475864,2001,0.650041401
1735475869,2011,0.695091844
1735475874,2021,0.656484842
1735475879,2031,0.651328087
1735475884,2041,0.68138659
1735475890,2051,0.661942959
1735475895,2061,0.687020004
1735475900,2071,0.656348467
1735475905,2081,0.658913434
1735475911,2091,0.655792952
1735475916,2101,0.671434224
1735475921,2111,0.650401831
1735475926,2121,0.682659745
1735475931,2131,0.652553916
1735475936,2141,0.706844091
1735475941,2151,0.664181173
1735475946,2161,0.680739343
1735475952,2171,0.692777395
1735475957,2181,0.667912841
1735475962,2191,0.637262344
1735475967,2201,0.673487544
1735475972,2211,0.658142507
1735475977,2221,0.667676568
1735475982,2231,0.669815719
1735475987,2241,0.625659943
1735475992,2251,0.644889653
1735475997,2261,0.647113025
1735476002,2271,0.670995653
1735476007,2281,0.655761719
1735476012,2291,0.669641376
1735476017,2301,0.678487539
1735476022,2311,0.652690411
1735476027,2321,0.655534089
1735476032,2331,0.622403741
1735476037,2341,0.694168627
1735476042,2351,0.647236824
1735476047,2361,0.656795382
1735476052,2371,0.67370218
1735476057,2381,0.687009871
1735476062,2391,0.680976808
1735476067,2401,0.663659513
1735476072,2411,0.69393909
1735476077,2421,0.684874952
1735476082,2431,0.686361015
1735476087,2441,0.675809383
1735476092,2451,0.678995848
1735476097,2461,0.671839356
1735476102,2471,0.683656514
1735476107,2481,0.645705819
1735476112,2491,0.67182976
1735476117,2501,0.681714892
1735476122,2511,0.672202766
1735476128,2521,0.653739452
1735476132,2531,0.636252344
1735476137,2541,0.682837903
1735476142,2551,0.662735522
1735476147,2561,0.669791996
1735476152,2571,0.653435469
1735476157,2581,0.673397481
1735476162,2591,0.666649342
1735476167,2601,0.667151213
1735476172,2611,0.64297086
1735476177,2621,0.664500773
1735476182,2631,0.627601504
1735476187,2641,0.687487125
1735476192,2651,0.655843198
1735476197,2661,0.692166328
1735476202,2671,0.652189791
1735476207,2681,0.677703977
1735476212,2691,0.669811845
1735476218,2701,0.650464714
1735476223,2711,0.689632952
1735476228,2721,0.684190691
1735476233,2731,0.675182283
1735476238,2741,0.665137887
1735476243,2751,0.684536636
1735476248,2761,0.668968916
1735476254,2771,0.66503197
1735476259,2781,0.698169827
1735476264,2791,0.710554242
1735476269,2801,0.667800963
1735476274,2811,0.653599143
1735476279,2821,0.672129333
1735476284,2831,0.669748962
1735476289,2841,0.660330355
1735476294,2851,0.696517169
1735476299,2861,0.666580796
1735476304,2871,0.663131952
1735476308,2881,0.62130928
1735476313,2891,0.661808968
1735476318,2901,0.658240259
1735476323,2911,0.711426854
1735476328,2921,0.670843363
1735476333,2931,0.686633348
1735476338,2941,0.663613379
1735476343,2951,0.664207041
1735476348,2961,0.660567701
1735476353,2971,0.680096686
1735476358,2981,0.711219013
1735476363,2991,0.686462045
